,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1289576,7121,Harvest Moon Brewery,1112577514,5.0,4.0,4.5,DoubleOught,American Porter,5.0,5.0,Pigs Ass Porter,,13376
961602,285,Brauerei Schloss Eggenberg,1203984036,4.5,4.0,4.0,NeroFiddled,Doppelbock,4.5,4.5,Samichlaus Bier Helles,14.0,39766
1574715,391,Big Rock Brewery,1157515399,3.5,3.0,4.0,DoktaHops,American Amber / Red Ale,3.5,3.5,Big Life Amber,,32651
520023,113,Samuel Smith Old Brewery (Tadcaster),1067441854,4.0,3.0,4.0,winomark,English India Pale Ale (IPA),3.5,3.5,Samuel Smith's India Ale,5.0,573
861314,20672,Sun King Brewing Company,1267915240,4.0,3.0,4.0,paco1029384756,Oatmeal Stout,4.0,4.0,L'Espresso Robusto,,55943
1034606,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1275967845,4.5,4.0,4.0,argock,Hefeweizen,5.0,4.0,Ayinger Bräu Weisse,5.1,132
881911,147,Stone Brewing Co.,1241887614,5.0,4.5,4.0,ThreeWiseMen,Russian Imperial Stout,4.5,5.0,Stone Imperial Russian Stout,10.5,1160
119919,302,Genesee Brewing Co. / Dundee Brewing Co.,1149283804,3.5,3.5,3.5,jwc215,American Amber / Red Lager,3.0,3.0,JW Dundee's Amber Lager,4.9,18949
1172346,10099,Dogfish Head Brewery,1258089465,4.0,3.0,3.5,towersfall,American IPA,4.0,4.0,60 Minute IPA,6.0,6108
1558501,345,Victory Brewing Company,1205982654,4.5,4.0,3.0,stewart124,American Barleywine,4.0,4.0,Old Horizontal,11.0,1009
1140607,863,Russian River Brewing Company,1195482272,4.5,4.0,4.0,ByTor2112,Belgian Strong Pale Ale,3.5,4.0,Damnation,7.75,12770
564566,33,Berkshire Brewing Company Inc.,1085428723,3.5,3.0,3.5,mschofield,American Pale Ale (APA),3.0,3.0,Steel Rail Extra Pale Ale,5.3,93
1271447,3923,Henninger Bräu AG,1307705734,3.0,3.0,2.5,dansmcd,Munich Helles Lager,3.0,3.0,Henninger Premium Lager,4.8,9298
258032,778,Pioneer Brewing Company,1031594916,3.5,3.5,4.0,marc77,American Pale Ale (APA),2.5,2.5,Pale Ale,4.2,5095
626811,17988,Breakwater Brewing,1294078416,3.0,3.5,3.0,t0rin0,American Strong Ale,3.0,3.0,Old Blue Eyes,9.0,65002
1006278,637,Brasserie Dupont sprl,1191879309,4.5,3.5,4.5,ablaze,Saison / Farmhouse Ale,4.5,4.0,Saison Dupont,6.5,1717
1091025,337,Saint Arnold Brewing Company,1317701596,4.0,4.0,4.0,DavidST,Winter Warmer,4.0,4.0,Saint Arnold Christmas Ale,7.0,1068
278539,1103,Nimbus Brewing Company,1132288078,3.5,4.0,3.5,DFN,English Brown Ale,4.0,4.0,Nimbus Nut Brown Ale,5.0,7279
661877,3120,Alpine Beer Company,1232479983,4.0,4.0,4.0,ChainGangGuy,American Double / Imperial Stout,4.0,4.0,Boris,10.0,45857
335583,18823,Freetail Brewing Company,1269208873,4.5,4.5,4.0,champ103,American Amber / Red Ale,4.0,4.0,Freetail Ale,6.0,48579
1508675,652,Central Waters Brewing Company,1203379917,3.5,3.5,4.0,Bitterbill,American Pale Ale (APA),3.5,4.0,Happy Heron Pale Ale,5.2,3086
581068,126,Pete's Brewing Company,1197586484,1.5,2.0,3.0,Gavage,Fruit / Vegetable Beer,2.5,2.0,Pete's Wicked Strawberry Blonde,5.0,381
912522,8646,Saigon Beer Company,1295314783,4.5,4.0,4.5,JamnesCameron,American Adjunct Lager,4.0,4.0,Saigon Export,4.7,21709
217471,158,Great Divide Brewing Company,1277581036,4.5,4.0,3.5,TommyW,Märzen / Oktoberfest,4.0,4.5,Hoss,6.2,51631
1336132,26,Three Floyds Brewing Co. & Brewpub,1234851343,4.5,4.0,4.0,Redwood21,American Porter,4.0,4.5,Alpha Klaus Christmas (Xmas) Porter,6.0,7438
1005559,637,Brasserie Dupont sprl,1304970262,4.5,4.5,4.0,doopiedoopiedoo,Saison / Farmhouse Ale,4.5,4.5,Saison Dupont,6.5,1717
1336494,26,Three Floyds Brewing Co. & Brewpub,1111302353,4.5,4.5,4.5,RonfromJersey,American Porter,4.0,4.5,Alpha Klaus Christmas (Xmas) Porter,6.0,7438
1414362,139,Shipyard Brewing Co.,1239134165,3.5,3.5,4.0,Birdiebeagle,Winter Warmer,3.5,3.5,Prelude Special Ale,6.8,288
632001,53,Tennent Caledonian Breweries,1050748407,4.0,3.5,4.0,AtrumAnimus,Euro Pale Lager,4.0,4.5,Tennent's Lager,5.0,161
903172,4858,Draught House Pub & Brewery,1206391611,4.0,4.0,4.0,JDV,American Stout,3.5,4.0,Coffee Stout,5.1,40496
1215841,6984,St. Austell Brewery,1184791902,4.5,3.5,4.0,gpcollen1,English Bitter,4.0,4.5,St. Austell Tribute Premium Cornish Ale,4.2,13037
7511,1386,Harmon Restaurant & Brewery,1206320199,3.0,3.5,3.5,dnichols,Scotch Ale / Wee Heavy,3.5,3.0,Old Bog Breath Scotch Ale,,37126
325692,447,Pabst Brewing Company,1210638274,4.5,3.5,4.5,hwwty4,American Adjunct Lager,4.5,2.5,Old Style,4.72,1727
283863,35,Boston Beer Company (Samuel Adams),1145918162,3.0,3.0,4.0,acrawf6,American Pale Wheat Ale,3.0,3.0,Samuel Adams Hefeweizen,5.4,15216
76114,140,Sierra Nevada Brewing Co.,1222904473,4.0,4.0,3.5,PatronWizard,American IPA,3.5,4.5,Sierra Nevada Southern Hemisphere Harvest Fresh Hop Ale,6.7,42533
76075,140,Sierra Nevada Brewing Co.,1231983606,4.0,3.5,4.0,Pedro07,American IPA,4.0,4.5,Sierra Nevada Southern Hemisphere Harvest Fresh Hop Ale,6.7,42533
24947,1199,Founders Brewing Company,1276478729,4.0,4.5,4.0,kwjd,Scotch Ale / Wee Heavy,4.5,4.0,Founders Dirty Bastard,8.5,7463
886463,147,Stone Brewing Co.,1212525093,4.0,4.0,4.5,Monkeyknife,American Black Ale,4.5,4.5,Stone Sublimely Self-Righteous Ale,8.7,38470
214039,264,Oy Sinebrychoff Ab,1231099847,4.0,4.0,5.0,Onenote81,Baltic Porter,4.5,4.0,Sinebrychoff Porter,7.2,2758
523121,113,Samuel Smith Old Brewery (Tadcaster),1133853056,5.0,4.0,4.0,deBeers,Russian Imperial Stout,4.0,4.5,Samuel Smith's Imperial Stout,7.0,782
777066,42,Brewery Ommegang,1236791262,5.0,4.0,5.0,jsapunor,Quadrupel (Quad),4.5,5.0,Three Philosophers Belgian Style Blend (Quadrupel),9.8,3457
62500,16866,The Bruery,1306755484,4.0,4.0,4.5,woosterbill,American Porter,4.5,4.0,Einer's Folly Vanilla Imperial Porter (Holiday Wine Cellar's 45th Aniv Ale),8.5,56879
896705,147,Stone Brewing Co.,1240472566,3.5,5.0,3.5,sevopie,American Double / Imperial Stout,3.0,5.0,Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,9.2,43491
1107894,784,Tyranena Brewing Company,1317171076,3.5,3.5,3.5,CruisaC,American Double / Imperial Stout,4.0,4.0,Doubly Down 'N Even Dirtier,7.5,63455
447119,590,New Glarus Brewing Company,1255737370,3.5,4.0,4.0,ahalloin,Saison / Farmhouse Ale,3.5,4.5,Unplugged Imperial Saison,8.7,49708
63389,16866,The Bruery,1315679423,3.0,2.5,4.0,MasterSki,American Wild Ale,3.0,3.0,Provisions Series: Gunga Galunga,7.7,61152
622563,10097,Harpoon Brewery,1057077939,4.0,3.5,3.5,Boto,American IPA,3.5,4.0,Harpoon IPA,5.9,311
516115,113,Samuel Smith Old Brewery (Tadcaster),1244850058,3.5,4.0,4.0,ExtraStout,English Brown Ale,3.5,3.0,Samuel Smith's Nut Brown Ale,5.0,576
1373312,12985,Laughing Dog Brewing,1279938892,4.0,4.0,3.5,katan,American Double / Imperial IPA,4.5,4.0,Alpha Dog Imperial IPA,8.7,47941
889969,147,Stone Brewing Co.,1314069748,4.5,5.0,4.5,jomo,American Black Ale,4.5,4.0,Stone 15th Anniversary Escondidian Imperial Black IPA,10.8,72138
985139,751,Big Sky Brewing Company,1264358225,4.0,4.0,4.0,FtownThrowDown,Russian Imperial Stout,4.0,4.5,Ivan The Terrible,10.0,45849
1063571,125,Pennsylvania Brewing Company,1095593476,4.5,3.5,3.5,AaronRed,Munich Dunkel Lager,4.5,4.5,Penn Dark,5.0,383
598499,1549,Goose Island Beer Co.,1310357483,3.5,3.5,4.0,rlshep,Kölsch,4.0,4.0,Summertime,5.0,1171
555218,467,Summit Brewing Company,1317268436,3.5,3.0,3.5,TMoney2591,Märzen / Oktoberfest,3.5,3.5,Summit Oktoberfest Marzen,7.4,1785
215284,761,CB's Brewing Company,1219775669,4.0,5.0,3.5,oldirtycaffrey,American Brown Ale,4.0,4.5,Alternative Hazelnut Brown,,16517
85140,140,Sierra Nevada Brewing Co.,1103504660,5.0,4.0,4.0,JackStraw22,American IPA,4.5,4.5,Sierra Nevada Celebration Ale,6.8,1904
1397569,22951,Clown Shoes,1325474017,4.0,4.0,4.5,bens0n,Belgian IPA,4.0,3.5,Muffin Top,10.0,72751
176295,94,Long Trail Brewing Co.,1239498781,4.0,3.0,3.0,ajr24,English India Pale Ale (IPA),3.5,3.5,IPA,5.9,270
916732,309,Brasserie Duyck,1106355071,4.5,4.0,4.0,putnam,Bière de Garde,4.0,4.0,Jenlain Ambrée,7.5,27116
841996,9095,Deschutes Brewery & Public House,1162186681,3.0,3.5,3.5,Beaver13,American Pale Ale (APA),1.5,3.5,Hop Trip Harvest Ale (Fresh Hop Ale),5.4,26114
111401,491,Coopers Brewery Limited,1198290520,3.5,3.5,3.5,Zorro,Euro Pale Lager,3.0,3.0,Premium Lager,5.0,29393
307070,35,Boston Beer Company (Samuel Adams),1262588084,4.5,4.5,4.5,iRyan77,Czech Pilsener,4.0,4.5,Samuel Adams Noble Pils,4.9,54904
180711,396,AleSmith Brewing Company,1173167045,5.0,4.5,4.5,uberabr,American Double / Imperial Stout,4.0,5.0,AleSmith Speedway Stout,12.0,3833
1128520,105,Miller Brewing Co.,1144113186,3.5,2.0,3.0,seanmhogan,Light Lager,3.0,2.5,Miller Lite,4.17,332
1062952,125,Pennsylvania Brewing Company,1197039904,4.5,4.5,4.0,JamesS,Doppelbock,3.5,4.5,St. Nikolaus Bock Bier - Brewer's Reserve,8.5,39722
607533,20476,Fire Island Beer Company,1314374957,3.0,3.0,3.0,cosmicevan,American Amber / Red Ale,3.0,3.0,Lighthouse Ale,5.2,50730
353721,306,Coors Brewing Company,1227549717,2.5,3.5,3.0,coldmeat23,Pumpkin Ale,1.5,2.0,Blue Moon Harvest Moon Pumpkin Ale,5.7,100
753517,10153,Pisgah Brewing Co.,1262994076,4.5,4.0,4.5,koopa,American Double / Imperial Stout,4.0,4.0,Pisgah Valdez,6.8,39893
159042,3818,Southern Tier Brewing Company,1253150023,4.5,4.0,4.0,Wasatch,American Double / Imperial Stout,4.5,4.5,Mokah,11.2,49286
608410,14967,Brau Brothers Brewing Co. LLC,1240379905,3.5,3.0,2.5,climax,American Pale Ale (APA),3.0,3.5,Pale Ale,5.0,35850
85924,140,Sierra Nevada Brewing Co.,1324824015,4.5,4.5,5.0,mempath,American IPA,4.0,4.5,Sierra Nevada Celebration Ale,6.8,1904
1488918,23980,Yuengling Brewery ,1159580152,3.0,2.5,3.0,tastybeer,Light Lager,2.0,2.5,Yuengling Light Lager,3.4,3347
1019146,402,Old Dominion Brewing Company,1235529622,3.5,3.5,4.0,prototypic,American Stout,3.0,3.5,Dominion Oak Barrel Stout,6.1,1192
209006,192,New Belgium Brewing,1302658348,4.5,4.0,4.5,gpatt55,American Wild Ale,5.0,5.0,Lips Of Faith - Le Terroir,7.5,26541
1521203,45,Brooklyn Brewery,1258499402,3.0,2.5,3.5,champ103,Scottish Ale,2.0,2.0,Brooklyn Winter Ale,6.0,34069
652882,13884,Peak Organic Brewing Company,1276099414,4.5,4.0,4.0,GratefulBeerGuy,American Pale Wheat Ale,4.5,4.0,Peak Organic Summer Session Ale,5.0,58999
244433,16813,Barrio Brewing Company,1229826221,3.0,3.5,4.0,Gueuzedude,American Double / Imperial IPA,3.5,3.5,Barrio Double IPA,9.4,46715
672303,651,Ithaca Beer Company,1185644470,4.0,4.0,4.0,WVbeergeek,American Double / Imperial IPA,4.0,4.0,Double IPA,10.0,16111
666530,2216,Brouwerij Drie Fonteinen,1306987202,4.5,4.5,4.0,SFLpunk,Faro,4.5,4.5,Drie Fonteinen Straffe Winter,8.0,61616
944613,287,"Bell's Brewery, Inc.",1283122636,4.0,3.5,4.0,armock,American Pale Wheat Ale,3.5,4.0,Bell's Oberon Ale,5.8,1094
879543,147,Stone Brewing Co.,1277596119,4.0,4.0,4.0,bonkers,American Porter,4.0,3.5,Kona Coffee Macadamia Coconut Porter,8.5,52828
232179,158,Great Divide Brewing Company,1310264867,4.0,4.5,4.5,r0nyn,American Double / Imperial Stout,4.5,4.0,Chocolate Oak Aged Yeti,9.5,50176
209104,192,New Belgium Brewing,1299482755,4.5,5.0,4.0,saintwarrick,American Wild Ale,4.5,5.0,Lips Of Faith - Le Terroir,7.5,26541
27233,1199,Founders Brewing Company,1267020724,4.0,4.0,4.0,Mavajo,Rye Beer,4.0,4.0,Founders Red's Rye PA,6.6,16074
1359830,220,Lagunitas Brewing Company,1126323542,3.5,3.5,4.0,charlatan,American Double / Imperial IPA,3.0,3.5,Maximus,8.2,1372
1336284,26,Three Floyds Brewing Co. & Brewpub,1175741388,5.0,4.0,4.5,jmalex,American Porter,4.5,4.5,Alpha Klaus Christmas (Xmas) Porter,6.0,7438
110851,2171,Four Peaks Brewing Company,1196641848,3.5,3.0,3.5,tonistruth,American Porter,3.5,3.0,Pumpkin Porter,5.0,13838
868872,147,Stone Brewing Co.,1147272637,5.0,3.5,4.0,aforbes10,American Strong Ale,4.5,4.5,Arrogant Bastard Ale,7.2,92
434946,2089,ReaperAle,1160361853,4.0,4.5,4.5,russpowell,Foreign / Export Stout,4.5,4.0,Mortality Stout,7.75,5419
564116,423,Boulevard Brewing Co.,1226181645,5.0,4.0,4.0,OStrungT,American Dark Wheat Ale,4.0,4.5,Lunar,5.1,34724
1561365,413,Grand Teton Brewing Co.,1299272570,4.0,4.0,3.5,RootedFool,Witbier,3.5,3.5,Tail Waggin' Double White Ale,7.2,57630
335353,14064,Kern River Brewing Company,1316911374,4.5,4.0,5.0,AleWatcher,American Double / Imperial Stout,4.0,4.5,Class V Stout,8.5,35609
60970,16866,The Bruery,1322544623,4.5,4.0,4.5,tobelerone,Rye Beer,4.0,4.5,Rugbrød,8.0,53132
1283970,335,New Holland Brewing Company,1118155717,4.0,4.0,4.0,meathookjones,Wheatwine,4.0,4.0,New Holland Pilgrim's Dole,11.4,14954
57415,16866,The Bruery,1307976412,3.5,3.5,4.0,jsanford,Maibock / Helles Bock,3.5,4.0,Provisions Series: Bierbauch,8.5,67949
763082,144,Sprecher Brewing Company,1176857904,3.5,3.5,3.5,SkinnyElvis,English Barleywine,3.5,4.0,Barleywine,9.71,27328
739540,14952,Williamsburg AleWerks,1285115870,5.0,4.5,4.5,BrewCrew2010,American Porter,5.0,4.0,Bourbon Barrel Porter,9.0,51591
880131,147,Stone Brewing Co.,1203531580,4.5,4.5,4.5,markgugs,Russian Imperial Stout,5.0,5.0,Stone Imperial Russian Stout,10.5,1160
298429,35,Boston Beer Company (Samuel Adams),1241895360,4.5,4.0,4.5,JayNH,Bock,4.0,4.0,LongShot Traditional Bock,6.8,46923
315267,35,Boston Beer Company (Samuel Adams),1170963727,4.5,4.0,4.0,Gavage,American Pale Wheat Ale,4.0,4.0,LongShot Boysenberry Wheat,5.35,34832
965150,10272,Innis & Gunn,1270543957,3.5,3.0,3.0,Macca,Scottish Ale,3.0,3.0,Innis And Gunn Oak Aged Beer,6.6,12719
1366142,220,Lagunitas Brewing Company,1138495328,4.0,3.5,3.5,Gagnonsux,American IPA,4.0,4.0,Lagunitas IPA,6.2,916
1138688,863,Russian River Brewing Company,1238301228,4.0,4.5,4.0,tempest,American IPA,4.0,4.0,Blind Pig IPA,6.1,22790
523833,113,Samuel Smith Old Brewery (Tadcaster),1266358014,4.5,4.0,4.0,kegger22,Russian Imperial Stout,4.0,4.5,Samuel Smith's Imperial Stout,7.0,782
761247,8,Widmer Brothers Brewing Company,1325653100,3.5,3.0,4.5,wagenvolks,American Double / Imperial IPA,4.0,3.5,Nelson Imperial IPA,8.6,67866
590916,1549,Goose Island Beer Co.,1318883663,4.0,4.0,4.0,barczar,American Amber / Red Ale,4.0,4.0,Red Felt Ale,6.0,3478
1390649,2147,VBL Tien Giang Limited (Fosters),1171777134,4.0,2.5,2.5,Neehan,Dortmunder / Export Lager,3.5,3.0,33 Export,4.5,5548
520676,113,Samuel Smith Old Brewery (Tadcaster),1045997457,4.5,4.0,4.5,kindestcut,English Porter,4.5,5.0,"Samuel Smith's, The Famous Taddy Porter",5.0,572
985882,12142,Williams Brothers Brewing Company,1279426066,2.0,4.0,3.0,darkmartin,Scottish Gruit / Ancient Herbed Ale,5.0,3.0,Fraoch Heather Ale,5.0,245
478160,940,Dogwood Brewing Company,1055517875,4.5,4.5,4.5,Loki,American Stout,4.5,4.5,Dogwood Stout,,4144
1206438,880,Straub Brewery,1273300431,3.5,2.5,3.0,TMoney2591,American Adjunct Lager,3.0,3.0,Straub Beer,4.3,2832
1100812,418,Left Hand Brewing Company,1167709660,3.5,4.0,3.5,rajendra82,Winter Warmer,3.0,3.5,Snowbound Winter Ale,8.6,33933
497288,132,Rogue Ales,1049318312,4.5,4.5,4.0,feloniousmonk,American Double / Imperial IPA,5.0,5.0,XS Imperial India Pale Ale,9.5,358
810177,684,Fish Brewing Company / Fishbowl Brewpub,1205983806,3.5,3.0,3.0,JDV,Russian Imperial Stout,3.0,3.0,Fish Tale Poseidon's Imperial Stout,10.0,3724
723758,341,Columbus Brewing Company,1300739978,4.0,4.0,4.0,nrbw23,American Pale Ale (APA),4.0,4.0,Columbus Arnold,7.5,56589
289372,35,Boston Beer Company (Samuel Adams),1239471450,4.5,4.5,4.0,williamherbert,Russian Imperial Stout,4.0,4.0,Samuel Adams Imperial Stout,9.2,47360
629990,262,Shmaltz Brewing Company,1299903110,4.0,3.5,4.0,prototypic,American Strong Ale,3.5,4.5,He'Brew Jewbelation Vertical (Rye Whiskey Barrel Aged Blend),10.5,63227
32940,1199,Founders Brewing Company,1225320212,4.0,5.0,3.0,NCSUdo,Old Ale,4.5,4.5,Founders Curmudgeon (Old Ale),9.8,24905
107670,22150,Stillwater Artisanal Ales,1297728022,3.0,4.5,4.5,kkipple,Saison / Farmhouse Ale,4.5,4.0,A Saison Darkly (Import Series Vol. #2),8.0,63491
1011495,143,Spoetzl Brewery,1292715495,4.5,3.0,4.0,Beerbluesbiology,Bock,4.0,3.0,Shiner Bock,4.4,1352
1191976,10099,Dogfish Head Brewery,1165294006,4.0,4.5,4.0,RedChrome,American Double / Imperial IPA,4.0,4.0,120 Minute IPA,18.0,9086
202584,192,New Belgium Brewing,1316664533,4.0,3.0,4.0,superspak,American Amber / Red Ale,4.0,3.5,Fat Tire Amber Ale,5.2,607
1011721,143,Spoetzl Brewery,1240596891,4.0,3.0,3.0,armock,Bock,3.0,3.0,Shiner Bock,4.4,1352
1107692,784,Tyranena Brewing Company,1162655618,4.5,3.5,4.0,demcorhip,American Porter,4.0,4.0,Chief BlackHawk Porter,5.6,3375
774063,42,Brewery Ommegang,1276399800,5.0,4.5,5.0,konadrinker,Saison / Farmhouse Ale,4.5,5.0,Hennepin (Farmhouse Saison),7.7,141
1453090,412,Kulmbacher Brauerei AG,1290653797,3.5,4.0,4.0,sholland119,Schwarzbier,3.5,4.0,Mönchshof Schwarzbier,4.9,2409
302023,35,Boston Beer Company (Samuel Adams),1232080661,4.5,4.0,3.5,chaunur,English Pale Ale,4.0,4.0,Samuel Adams Pale Ale,5.25,833
560398,423,Boulevard Brewing Co.,1109808053,3.0,3.5,4.0,kmpitz2,American Pale Wheat Ale,3.5,3.5,Unfiltered Wheat,4.6,1260
457618,632,Triple Rock Brewery & Alehouse,1171324121,3.0,3.0,3.0,mentor,American Barleywine,3.5,3.5,Triple Rock Odyssey Ale,10.8,35253
1337498,26,Three Floyds Brewing Co. & Brewpub,1155505196,4.5,4.0,5.0,SPLITGRIN,Irish Dry Stout,4.5,4.0,Black Sun Stout,6.5,7560
414017,73,Great Lakes Brewing Company,1217132134,4.0,4.0,4.5,neenerzig,Extra Special / Strong Bitter (ESB),4.0,4.5,Great Lakes Moondog ESB,5.0,43283
475633,1602,Big Hole Brewing Company,1075644907,3.5,3.0,4.0,ImperialScott,English Strong Ale,4.0,3.5,Diablo Dark Ale,7.5,6320
1044907,720,Demarche Brewery,1063844168,3.0,3.0,3.5,rastaman,Dubbel,3.0,3.0,Ciney Brune,7.0,2142
244077,692,Ellicottville Brewing Co.,1238189813,3.0,4.0,3.5,Gavage,Fruit / Vegetable Beer,3.5,3.5,Blueberry Wheat Beer,4.2,42200
1508606,652,Central Waters Brewing Company,1272740389,4.5,4.0,4.0,morimech,American Amber / Red Ale,3.5,3.5,Shine On,,51719
1034092,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1141260993,4.5,4.0,3.5,granger10,Märzen / Oktoberfest,4.0,4.0,Ayinger Oktober Fest-Märzen,5.8,1361
318262,35,Boston Beer Company (Samuel Adams),1195607160,4.0,3.5,4.0,littleshamrocks,Bock,3.5,4.0,Samuel Adams Winter Lager,5.5,101
604250,696,Thomas Hooker Brewing Company,1179195994,3.5,4.0,3.5,MaltyGoodness,American Porter,3.5,4.0,Thomas Hooker Imperial Porter,7.8,14400
1278378,162,Ipswich Ale Brewery,1080604805,4.0,4.0,3.0,Billolick,American IPA,4.0,4.0,Ipswich India Pale Ale (I.P.A.),6.5,259
1474037,354,Carolina Beer Company,1094587629,3.0,4.0,3.5,Shiloh,Pumpkin Ale,3.5,3.5,Cottonwood Pumpkin Spiced Ale,4.5,6101
925966,1754,Stewart's Brewing Co.,1319419909,3.5,3.0,3.5,Rifugium,Märzen / Oktoberfest,3.5,3.5,Oktoberfest,,12559
1085486,198,De Ridder Brewery,1122569249,4.0,4.0,4.0,cypressbob,Witbier,4.0,4.0,Wieckse Witte,5.0,625
853217,13307,Mikkeller ApS,1321933512,2.5,2.5,3.0,DarthKostrizer,Quadrupel (Quad),3.5,2.0,Monk's Elixir (Monk's Brew),10.0,41734
873890,147,Stone Brewing Co.,1240547134,4.0,4.5,4.5,ArrogantDeadGuy,American Double / Imperial IPA,4.5,4.0,Stone Ruination IPA,7.7,4083
1204337,6511,Dix BBQ & Brewery,1164921909,4.5,5.0,4.0,wortchiller,American IPA,4.0,5.0,IPA,8.2,17120
1530129,45,Brooklyn Brewery,1284354978,4.0,4.0,3.5,Phelps,English Barleywine,4.0,3.0,Brooklyn Monster Ale,10.8,2231
686004,1304,Pelican Pub & Brewery,1291740128,4.0,4.0,4.5,bobsy,American IPA,4.5,3.5,India Pelican Ale,7.5,3977
1308441,29,Anheuser-Busch,1249209448,1.0,1.0,2.0,woodychandler,Fruit / Vegetable Beer,3.0,1.0,Bud Light Chelada,4.2,37424
968489,222,Brouwerij Duvel Moortgat NV,1230431481,4.0,4.0,4.0,rgrholmes168,Tripel,4.0,4.0,Maredsous 10 - Triple,10.0,2566
879072,147,Stone Brewing Co.,1257823955,4.5,4.5,4.0,jdense,American IPA,4.0,4.5,Stone IPA (India Pale Ale),6.9,88
567071,33,Berkshire Brewing Company Inc.,1227579054,4.5,3.5,4.0,pwoods,American Barleywine,4.5,4.0,Holidale,9.5,795
898552,147,Stone Brewing Co.,1099342752,4.0,4.5,4.5,morbiddrumer,American Porter,4.0,4.5,Stone Smoked Porter,5.9,90
1267977,112,North Coast Brewing Co.,1140547473,4.0,3.5,3.5,ihscout426,Saison / Farmhouse Ale,4.5,4.0,Silver Jubilee - 25th Anniversary Ale,7.3,25981
1150075,2391,Cascade Brewing / Raccoon Lodge & Brewpub,1303746146,4.0,4.0,4.0,cpetrone84,American Wild Ale,4.0,4.0,Cascade The Vine,8.33,47782
710273,1471,Dark Horse Brewing Company,1318343916,3.5,4.0,3.0,xnicknj,Scotch Ale / Wee Heavy,4.0,3.5,Dark Horse Scotty Karate Scotch Ale,9.75,28039
1153300,454,Arcadia Brewing Company,1132720881,3.5,3.0,4.0,TheLongBeachBum,English India Pale Ale (IPA),3.5,3.5,Arcadia IPA,5.9,1925
529594,743,Lancaster Brewing Company,1317781431,3.5,3.0,3.5,FickleBeast,Vienna Lager,3.5,3.5,Oktoberfest,6.5,13824
877575,147,Stone Brewing Co.,1170813293,4.5,4.0,4.5,grub,American IPA,4.0,4.5,Stone IPA (India Pale Ale),6.9,88
193514,2743,Green Flash Brewing Co.,1313725736,4.5,4.5,4.5,Gambrinus1184,American Double / Imperial IPA,4.0,4.0,Green Flash Imperial India Pale Ale,9.4,34085
503876,132,Rogue Ales,1198979248,4.0,3.5,3.5,RblWthACoz,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
672836,651,Ithaca Beer Company,1314663875,3.5,3.5,3.5,Knapp85,English Brown Ale,3.0,3.0,Nut Brown Ale,5.4,1781
788724,12959,Captain Lawrence Brewing Co.,1203300787,4.5,4.0,4.0,m1ked,American Double / Imperial IPA,4.0,4.5,Captain's Reserve Imperial IPA,9.0,28318
1209118,898,Heavy Seas Beer,1238109783,5.0,4.5,4.5,spackledust,American IPA,4.0,5.0,Heavy Seas - Loose Cannon (Hop3 Ale),7.25,25755
60641,16866,The Bruery,1300586345,3.5,4.0,4.5,AgentZero,American Malt Liquor,4.0,3.5,Cornballer,9.5,66625
1325675,20,Wachusett Brewing Company,1239402407,2.0,3.0,3.0,donkeyrunner,Rye Beer,3.0,2.0,Wachusett Ryde,5.0,44578
858688,13307,Mikkeller ApS,1291931233,4.5,4.0,4.0,TMoney2591,Baltic Porter,4.0,4.0,Fra Til (From To),8.0,45993
521873,113,Samuel Smith Old Brewery (Tadcaster),1149667298,4.0,4.0,4.0,ProfessorHops,English Pale Ale,4.5,4.5,Samuel Smith's Organically Produced Ale,5.0,781
663847,748,RCH Brewery,1151917702,4.0,4.5,4.5,haz77,English Bitter,4.0,4.0,Squibbers Ale,4.0,31486
476353,1635,Chelsea Brewing Company,1271938520,4.0,4.0,3.5,northyorksammy,Milk / Sweet Stout,4.0,4.0,Chelsea Cream Stout,6.4,6670
732908,1170,Upland Brewing Company,1225947542,3.5,3.5,3.0,Gueuzedude,Lambic - Fruit,3.0,3.5,Peach Lambic,,45334
1120470,141,Smuttynose Brewing Company,1064354617,4.0,3.5,4.5,WanderingFool,Pumpkin Ale,4.5,4.0,Smuttynose Pumpkin Ale,6.0,11819
1553375,345,Victory Brewing Company,1160012727,4.0,4.0,4.0,foureyedgeek,Altbier,4.0,4.0,Ten Years Alt,8.5,27688
992255,208,Brouwerij Westmalle,1187492890,4.5,4.0,4.5,genog,Dubbel,4.0,4.0,Westmalle Trappist Dubbel,7.0,674
1148254,71,Fuller Smith & Turner PLC,1307727993,4.0,4.0,4.5,hiku7,Extra Special / Strong Bitter (ESB),4.0,4.5,Fuller's ESB,5.9,219
1434116,596,Portsmouth Brewery,1321236978,2.0,3.5,4.5,BarrytheBear,Oatmeal Stout,2.0,2.5,Portsmouth Oatmeal Stout,6.0,8958
1009449,1181,Market Street Brewing Co. and Restaurant,1312668785,3.5,3.5,4.0,johnnnniee,American Adjunct Lager,3.0,3.0,Market Street Mad Bug Lager,4.6,39248
